id,год,месяц,день,погодное условие,направление ветра,скорость ветра (м/с),давление (мм рт. ст.),влажность (%),видимость (мм),луна,осадки (мм),температура днем,температура ночью,url
1997,2022,12,2,пасмурно,западный,5,781,90,10.0,растущая,0.0,-21,-21,https://pogoda1.ru/samburg/02-12-2022/
1998,2022,12,3,снег,западный,8,770,95,207.0,растущая,0.0,-16,-9,https://pogoda1.ru/samburg/03-12-2022/
1999,2022,12,4,пасмурно,северный,2,776,100,10.0,растущая,0.0,-15,-21,https://pogoda1.ru/samburg/04-12-2022/
2000,2022,12,5,пасмурно,западный,6,773,95,1.2,растущая,0.0,-12,-5,https://pogoda1.ru/samburg/05-12-2022/
2001,2022,12,6,пасмурно,западный,5,772,95,10.0,растущая,0.0,-11,-14,https://pogoda1.ru/samburg/06-12-2022/
2002,2022,12,7,пасмурно,юго-западный,5,764,93,10.0,растущая,0.0,-16,-15,https://pogoda1.ru/samburg/07-12-2022/
2003,2022,12,8,пасмурно,западный,5,756,94,10.0,полнолуние,0.0,-12,-11,https://pogoda1.ru/samburg/08-12-2022/
2004,2022,12,9,пасмурно,западный,8,758,95,2.9,убывающая,0.0,-11,-11,https://pogoda1.ru/samburg/09-12-2022/
2005,2022,12,10,пасмурно,северо-западный,3,767,100,5.2,убывающая,0.0,-20,-21,https://pogoda1.ru/samburg/10-12-2022/
2006,2022,12,11,пасмурно,юго-западный,2,777,100,10.0,убывающая,0.0,-32,-32,https://pogoda1.ru/samburg/11-12-2022/
2007,2022,12,12,пасмурно,южный,3,774,98,10.0,убывающая,0.0,-29,-29,https://pogoda1.ru/samburg/12-12-2022/
2008,2022,12,13,пасмурно,восточный,1,774,97,10.0,убывающая,0.0,-24,-25,https://pogoda1.ru/samburg/13-12-2022/
2009,2022,12,14,пасмурно,южный,6,778,85,10.0,убывающая,0.0,-26,-22,https://pogoda1.ru/samburg/14-12-2022/
2010,2022,12,15,пасмурно,южный,5,774,84,10.0,убывающая,0.0,-15,-15,https://pogoda1.ru/samburg/15-12-2022/
2011,2022,12,16,пасмурно,южный,8,768,89,10.0,убывающая,0.0,-13,-15,https://pogoda1.ru/samburg/16-12-2022/
2012,2022,12,17,пасмурно,юго-восточный,7,765,93,10.0,убывающая,0.0,-20,-15,https://pogoda1.ru/samburg/17-12-2022/
2013,2022,12,18,пасмурно,западный,5,761,95,3.2,убывающая,0.0,-15,-15,https://pogoda1.ru/samburg/18-12-2022/
2014,2022,12,19,пасмурно,юго-восточный,2,768,100,4.3,убывающая,0.0,-19,-19,https://pogoda1.ru/samburg/19-12-2022/
2015,2022,12,20,пасмурно,северо-восточный,5,761,97,10.0,убывающая,0.0,-25,-24,https://pogoda1.ru/samburg/20-12-2022/
2016,2022,12,21,пасмурно,северный,5,753,98,6.4,убывающая,0.0,-20,-21,https://pogoda1.ru/samburg/21-12-2022/
2017,2022,12,22,пасмурно,юго-западный,5,756,98,1.3,убывающая,0.0,-34,-25,https://pogoda1.ru/samburg/22-12-2022/
2018,2022,12,23,снег,юго-восточный,9,760,96,252.0,новолуние,0.0,-24,-19,https://pogoda1.ru/samburg/23-12-2022/
2019,2022,12,24,пасмурно,юго-восточный,4,760,95,1.2,растущая,0.0,-13,-14,https://pogoda1.ru/samburg/24-12-2022/
2020,2022,12,25,пасмурно,юго-восточный,6,759,95,315.0,растущая,0.0,-17,-13,https://pogoda1.ru/samburg/25-12-2022/
2021,2022,12,26,пасмурно,юго-западный,7,755,96,10.0,растущая,0.0,-2,-1,https://pogoda1.ru/samburg/26-12-2022/
2022,2022,12,27,пасмурно,юго-западный,4,761,96,3.8,растущая,0.0,-19,-15,https://pogoda1.ru/samburg/27-12-2022/
2023,2022,12,28,пасмурно,северо-западный,4,765,98,10.0,растущая,0.0,-15,-16,https://pogoda1.ru/samburg/28-12-2022/
2024,2022,12,29,пасмурно,северо-западный,3,772,100,6.4,растущая,0.0,-28,-29,https://pogoda1.ru/samburg/29-12-2022/
2025,2022,12,30,пасмурно,северо-восточный,3,779,98,10.0,растущая,0.0,-26,-28,https://pogoda1.ru/samburg/30-12-2022/
2026,2022,12,31,ясно,северо-восточный,4,782,98,10.0,растущая,0.0,-25,-26,https://pogoda1.ru/samburg/31-12-2022/
2027,2023,1,1,пасмурно,северо-восточный,2,774,99,1.1,растущая,0.0,-27,-25,https://pogoda1.ru/samburg/01-01-2023/
2028,2023,1,2,пасмурно,южный,3,769,99,5.7,растущая,0.0,-29,-32,https://pogoda1.ru/samburg/02-01-2023/
2029,2023,1,3,пасмурно,восточный,7,760,95,429.0,растущая,0.0,-19,-17,https://pogoda1.ru/samburg/03-01-2023/
2030,2023,1,4,пасмурно,восточный,4,758,96,5.4,растущая,0.0,-13,-13,https://pogoda1.ru/samburg/04-01-2023/
2031,2023,1,5,пасмурно,северо-восточный,7,758,97,422.0,растущая,0.0,-15,-16,https://pogoda1.ru/samburg/05-01-2023/
2032,2023,1,6,пасмурно,северо-восточный,6,759,86,10.0,растущая,0.0,-25,-25,https://pogoda1.ru/samburg/06-01-2023/
2033,2023,1,7,пасмурно,северо-восточный,4,765,87,10.0,полнолуние,0.0,-36,-35,https://pogoda1.ru/samburg/07-01-2023/
2034,2023,1,8,облачно,северо-восточный,5,765,95,10.0,убывающая,0.0,-38,-37,https://pogoda1.ru/samburg/08-01-2023/
2035,2023,1,9,пасмурно,северо-западный,5,753,98,2.0,убывающая,0.0,-35,-32,https://pogoda1.ru/samburg/09-01-2023/
2036,2023,1,10,ясно,северо-западный,4,764,95,10.0,убывающая,0.0,-35,-37,https://pogoda1.ru/samburg/10-01-2023/
2037,2023,1,11,малооблачно,западный,2,771,100,10.0,убывающая,0.0,-39,-39,https://pogoda1.ru/samburg/11-01-2023/
2038,2023,1,12,снег,юго-восточный,6,764,98,272.0,убывающая,0.0,-35,-27,https://pogoda1.ru/samburg/12-01-2023/
2039,2023,1,13,малооблачно,восточный,3,767,100,10.0,убывающая,0.0,-23,-25,https://pogoda1.ru/samburg/13-01-2023/
2040,2023,1,14,пасмурно,восточный,4,759,98,5.8,убывающая,0.0,-22,-19,https://pogoda1.ru/samburg/14-01-2023/
2041,2023,1,15,пасмурно,юго-восточный,3,765,100,10.0,убывающая,0.0,-30,-31,https://pogoda1.ru/samburg/15-01-2023/
2042,2023,1,16,пасмурно,северо-западный,5,754,96,10.0,убывающая,0.0,-14,-9,https://pogoda1.ru/samburg/16-01-2023/
2043,2023,1,17,пасмурно,восточный,6,771,91,10.0,убывающая,0.0,-29,-26,https://pogoda1.ru/samburg/17-01-2023/
2044,2023,1,18,пасмурно,юго-восточный,7,769,97,1.7,убывающая,0.0,-20,-20,https://pogoda1.ru/samburg/18-01-2023/
2045,2023,1,19,пасмурно,северо-восточный,2,771,96,10.0,убывающая,0.0,-18,-24,https://pogoda1.ru/samburg/19-01-2023/
2046,2023,1,20,облачно,восточный,4,782,84,10.0,убывающая,0.0,-29,-29,https://pogoda1.ru/samburg/20-01-2023/
2047,2023,1,21,пасмурно,юго-восточный,11,780,97,10.0,убывающая,0.0,-31,-27,https://pogoda1.ru/samburg/21-01-2023/
2048,2023,1,22,снег,юго-восточный,6,765,95,144.0,растущая,0.0,-17,-15,https://pogoda1.ru/samburg/22-01-2023/
2049,2023,1,23,пасмурно,северный,4,766,98,10.0,растущая,0.0,-18,-17,https://pogoda1.ru/samburg/23-01-2023/
2050,2023,1,24,пасмурно,юго-восточный,3,768,100,10.0,растущая,0.0,-33,-34,https://pogoda1.ru/samburg/24-01-2023/
2051,2023,1,25,пасмурно,южный,8,754,95,3.9,растущая,0.0,-19,-16,https://pogoda1.ru/samburg/25-01-2023/
2052,2023,1,26,пасмурно,южный,7,747,97,10.0,растущая,0.0,-12,-12,https://pogoda1.ru/samburg/26-01-2023/
2053,2023,1,27,пасмурно,юго-западный,6,744,96,10.0,растущая,0.0,-8,-7,https://pogoda1.ru/samburg/27-01-2023/
2054,2023,1,28,пасмурно,юго-западный,5,750,93,10.0,растущая,0.0,-13,-15,https://pogoda1.ru/samburg/28-01-2023/
2055,2023,1,29,пасмурно,западный,4,750,97,8.9,растущая,0.0,-19,-14,https://pogoda1.ru/samburg/29-01-2023/
2056,2023,1,30,пасмурно,южный,4,760,96,10.0,растущая,0.0,-26,-29,https://pogoda1.ru/samburg/30-01-2023/
2057,2023,1,31,пасмурно,южный,4,761,97,10.0,растущая,0.0,-15,-15,https://pogoda1.ru/samburg/31-01-2023/
2058,2023,2,1,пасмурно,южный,8,760,94,10.0,растущая,0.0,-19,-14,https://pogoda1.ru/samburg/01-02-2023/
2059,2023,2,2,пасмурно,юго-западный,4,763,96,8.7,растущая,0.0,-15,-14,https://pogoda1.ru/samburg/02-02-2023/
2060,2023,2,3,пасмурно,юго-западный,3,765,95,10.0,растущая,0.0,-15,-15,https://pogoda1.ru/samburg/03-02-2023/
2061,2023,2,4,пасмурно,юго-западный,3,765,95,2.1,растущая,0.0,-16,-10,https://pogoda1.ru/samburg/04-02-2023/
2062,2023,2,5,пасмурно,западный,3,766,96,3.3,полнолуние,0.0,-12,-10,https://pogoda1.ru/samburg/05-02-2023/
2063,2023,2,6,пасмурно,юго-восточный,1,770,100,4.2,убывающая,0.0,-25,-25,https://pogoda1.ru/samburg/06-02-2023/
2064,2023,2,7,пасмурно,северный,5,769,97,10.0,убывающая,0.0,-19,-17,https://pogoda1.ru/samburg/07-02-2023/
2065,2023,2,8,пасмурно,южный,5,763,98,10.0,убывающая,0.0,-28,-26,https://pogoda1.ru/samburg/08-02-2023/
2066,2023,2,9,пасмурно,юго-восточный,7,753,94,5.9,убывающая,0.0,-15,-15,https://pogoda1.ru/samburg/09-02-2023/
2067,2023,2,10,пасмурно,южный,9,758,93,10.0,убывающая,0.0,-21,-18,https://pogoda1.ru/samburg/10-02-2023/
2068,2023,2,11,пасмурно,южный,9,759,92,10.0,убывающая,0.0,-10,-11,https://pogoda1.ru/samburg/11-02-2023/
2069,2023,2,12,пасмурно,южный,10,764,92,4.6,убывающая,0.0,-11,-13,https://pogoda1.ru/samburg/12-02-2023/
2070,2023,2,13,пасмурно,южный,9,766,91,10.0,убывающая,0.0,-15,-14,https://pogoda1.ru/samburg/13-02-2023/
2071,2023,2,14,пасмурно,южный,7,766,93,739.0,убывающая,0.0,-12,-11,https://pogoda1.ru/samburg/14-02-2023/
2072,2023,2,15,пасмурно,юго-западный,5,769,94,10.0,убывающая,0.0,-14,-14,https://pogoda1.ru/samburg/15-02-2023/
2073,2023,2,16,пасмурно,юго-западный,11,763,90,10.0,убывающая,0.0,-16,-12,https://pogoda1.ru/samburg/16-02-2023/
2074,2023,2,17,пасмурно,западный,8,764,89,10.0,убывающая,0.0,-5,-6,https://pogoda1.ru/samburg/17-02-2023/
2075,2023,2,18,пасмурно,юго-западный,4,769,85,10.0,убывающая,0.0,-7,-7,https://pogoda1.ru/samburg/18-02-2023/
2076,2023,2,19,пасмурно,юго-западный,1,765,93,10.0,убывающая,0.0,-17,-19,https://pogoda1.ru/samburg/19-02-2023/
2077,2023,2,20,пасмурно,западный,2,763,92,10.0,новолуние,0.0,-22,-25,https://pogoda1.ru/samburg/20-02-2023/
2078,2023,2,21,пасмурно,южный,3,767,90,10.0,растущая,0.0,-23,-24,https://pogoda1.ru/samburg/21-02-2023/
2079,2023,2,22,пасмурно,юго-восточный,8,763,94,9.9,растущая,0.0,-19,-15,https://pogoda1.ru/samburg/22-02-2023/
2080,2023,2,23,пасмурно,юго-восточный,10,753,91,10.0,растущая,0.0,-2,-3,https://pogoda1.ru/samburg/23-02-2023/
2081,2023,2,24,снег,юго-восточный,5,746,96,691.0,растущая,0.0,-3,-4,https://pogoda1.ru/samburg/24-02-2023/
2082,2023,2,25,пасмурно,юго-западный,9,747,92,10.0,растущая,0.0,-5,-5,https://pogoda1.ru/samburg/25-02-2023/
2083,2023,2,26,пасмурно,юго-западный,4,761,97,10.0,растущая,0.0,-21,-21,https://pogoda1.ru/samburg/26-02-2023/
2084,2023,2,27,пасмурно,южный,4,767,97,8.6,растущая,0.0,-19,-20,https://pogoda1.ru/samburg/27-02-2023/
2085,2023,2,28,пасмурно,восточный,5,742,93,1.2,растущая,0.0,-12,-10,https://pogoda1.ru/samburg/28-02-2023/
2086,2023,3,1,снег,юго-восточный,7,740,95,939.0,растущая,0.0,-6,-12,https://pogoda1.ru/samburg/01-03-2023/
2087,2023,3,2,снег,северо-восточный,5,733,96,145.0,растущая,0.0,-13,-9,https://pogoda1.ru/samburg/02-03-2023/
2088,2023,3,3,пасмурно,юго-западный,10,739,92,10.0,растущая,0.0,-10,-13,https://pogoda1.ru/samburg/03-03-2023/
2089,2023,3,4,пасмурно,юго-западный,6,751,94,10.0,растущая,0.0,-25,-25,https://pogoda1.ru/samburg/04-03-2023/
2090,2023,3,5,пасмурно,южный,2,758,94,10.0,растущая,0.0,-27,-29,https://pogoda1.ru/samburg/05-03-2023/
2091,2023,3,6,пасмурно,восточный,5,753,95,10.0,растущая,0.0,-28,-23,https://pogoda1.ru/samburg/06-03-2023/
2092,2023,3,7,пасмурно,западный,9,749,90,10.0,полнолуние,0.0,-12,-13,https://pogoda1.ru/samburg/07-03-2023/
2093,2023,3,8,пасмурно,северо-западный,8,754,89,10.0,убывающая,0.0,-29,-19,https://pogoda1.ru/samburg/08-03-2023/
2094,2023,3,9,пасмурно,юго-западный,8,767,85,10.0,убывающая,0.0,-25,-24,https://pogoda1.ru/samburg/09-03-2023/
2095,2023,3,10,пасмурно,юго-восточный,12,756,93,1.3,убывающая,0.0,-20,-16,https://pogoda1.ru/samburg/10-03-2023/
2096,2023,3,11,снег,восточный,9,745,98,113.0,убывающая,0.0,-8,-7,https://pogoda1.ru/samburg/11-03-2023/
2097,2023,3,12,пасмурно,западный,12,750,85,10.0,убывающая,0.0,-1,-8,https://pogoda1.ru/samburg/12-03-2023/
2098,2023,3,13,пасмурно,южный,7,760,94,2.1,убывающая,0.0,-14,-9,https://pogoda1.ru/samburg/13-03-2023/
2099,2023,3,14,пасмурно,южный,10,755,87,10.0,убывающая,0.0,0,0,https://pogoda1.ru/samburg/14-03-2023/
2100,2023,3,15,пасмурно,юго-западный,6,762,90,10.0,убывающая,0.0,-6,-7,https://pogoda1.ru/samburg/15-03-2023/
2101,2023,3,16,пасмурно,южный,8,759,93,10.0,убывающая,0.0,-10,-6,https://pogoda1.ru/samburg/16-03-2023/
2102,2023,3,17,снег,северный,2,756,100,73.0,убывающая,0.0,0,0,https://pogoda1.ru/samburg/17-03-2023/
2103,2023,3,18,пасмурно,северный,8,760,89,10.0,убывающая,0.0,-9,-10,https://pogoda1.ru/samburg/18-03-2023/
2104,2023,3,19,пасмурно,северо-западный,7,767,88,10.0,убывающая,0.0,-28,-17,https://pogoda1.ru/samburg/19-03-2023/
2105,2023,3,20,снег,южный,12,756,93,226.0,убывающая,0.0,-17,-12,https://pogoda1.ru/samburg/20-03-2023/
2106,2023,3,21,пасмурно,южный,10,758,84,10.0,убывающая,0.0,-12,-11,https://pogoda1.ru/samburg/21-03-2023/
2107,2023,3,22,снег,южный,8,752,99,160.0,растущая,0.0,-1,-1,https://pogoda1.ru/samburg/22-03-2023/
2108,2023,3,23,пасмурно,юго-западный,10,740,88,10.0,растущая,0.0,0,0,https://pogoda1.ru/samburg/23-03-2023/
2109,2023,3,24,снег,южный,6,746,95,383.0,растущая,0.0,-7,-4,https://pogoda1.ru/samburg/24-03-2023/
2110,2023,3,25,пасмурно,юго-западный,7,745,100,50.0,растущая,0.0,-9,-2,https://pogoda1.ru/samburg/25-03-2023/
2111,2023,3,26,пасмурно,юго-восточный,3,746,89,10.0,растущая,0.0,-14,-13,https://pogoda1.ru/samburg/26-03-2023/
2112,2023,3,27,пасмурно,западный,14,746,86,10.0,растущая,0.0,0,-2,https://pogoda1.ru/samburg/27-03-2023/
2113,2023,3,28,пасмурно,юго-восточный,5,758,79,10.0,растущая,0.0,-24,-16,https://pogoda1.ru/samburg/28-03-2023/
2114,2023,3,29,пасмурно,северо-западный,7,756,84,10.0,растущая,0.0,-11,-12,https://pogoda1.ru/samburg/29-03-2023/
2115,2023,3,30,пасмурно,северо-западный,8,767,88,7.2,растущая,0.0,-17,-16,https://pogoda1.ru/samburg/30-03-2023/
2116,2023,3,31,пасмурно,южный,4,779,80,10.0,растущая,0.0,-24,-20,https://pogoda1.ru/samburg/31-03-2023/
2117,2023,4,1,пасмурно,южный,11,767,86,10.0,растущая,0.0,-9,-4,https://pogoda1.ru/samburg/01-04-2023/
2118,2023,4,2,пасмурно,юго-западный,11,758,99,10.0,растущая,0.0,0,0,https://pogoda1.ru/samburg/02-04-2023/
2119,2023,4,3,малооблачно,западный,9,765,84,10.0,растущая,0.0,-1,-5,https://pogoda1.ru/samburg/03-04-2023/
2120,2023,4,4,пасмурно,юго-западный,9,774,77,10.0,растущая,0.0,-24,-21,https://pogoda1.ru/samburg/04-04-2023/
2121,2023,4,5,пасмурно,юго-западный,8,763,92,1.4,растущая,0.0,-14,-11,https://pogoda1.ru/samburg/05-04-2023/
2122,2023,4,6,пасмурно,северный,11,762,82,10.0,полнолуние,0.0,-2,-5,https://pogoda1.ru/samburg/06-04-2023/
2123,2023,4,7,пасмурно,западный,7,766,83,10.0,убывающая,0.0,-27,-21,https://pogoda1.ru/samburg/07-04-2023/
